,prompt,code,answer
1611,A star located at a distance of 100 parsecs has an apparent magnitude of 6.2. Calculate its absolute magnitude using Astropy.,[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]apparent_mag = 6.2[EOL]distance = 50 * u.pc[EOL]absolute_mag = apparent_mag - 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = absolute_mag[EOL],2.7051499783199064
1612,A star located at a distance of 100 parsecs has an apparent magnitude of 6.2. Calculate its absolute magnitude using Astropy.,[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]apparent_mag = 6.2[EOL]distance = 50 * u.pc[EOL]absolute_mag = apparent_mag - 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = absolute_mag[EOL],2.7051499783199064
1613,"Given a star with an absolute magnitude of 4.2, calculate the apparent magnitude at a distance of 100 parsecs using Astropy.",[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]absolute_mag = 4.2[EOL]distance = 100 * u.pc[EOL]apparent_mag = absolute_mag + 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = apparent_mag[EOL],9.2
1614,Calculate the orbital period of a planet orbiting a star located at a distance of 100 parsecs using Astropy.,"[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import G, M_sun[EOL][EOL]distance = 100 * u.pc[EOL]star_mass = 1 * M_sun[EOL]orbital_period = (2 * np.pi * (distance**3 / (G * star_mass))**0.5).to(u.yr)[EOL]answer = orbital_period[EOL]",93679788615.21632 yr
1615,"Convert the equatorial coordinates (RA = 8.24, Dec = 62.21) of a celestial object to Galactic coordinates using Astropy. What are the Galactic coordinates (l and b)?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 8.24  [EOL]dec = 62.21 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(120.77989039959806, -0.5845133061194105)"
1616,"What is the angular separation between two celestial objects located at (RA = 59.84, Dec = 64.36) and (RA = 13.87, Dec = -39.42) using Astropy?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra1 = 59.84  [EOL]dec1 = 64.36  [EOL]ra2 = 13.87 [EOL]dec2 = -39.42  [EOL]coord1 = SkyCoord(ra=ra1, dec=dec1, unit=""deg"", frame=""icrs"")[EOL]coord2 = SkyCoord(ra=ra2, dec=dec2, unit=""deg"", frame=""icrs"")[EOL]angular_sep = coord1.separation(coord2)[EOL]answer = angular_sep[EOL]",109d53m06.90086044s
1617,"Given a star with an absolute magnitude of 4.2, calculate the apparent magnitude at a distance of 50 parsecs using Astropy.",[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]absolute_mag = 4.2[EOL]distance = 50 * u.pc[EOL]apparent_mag = absolute_mag + 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = apparent_mag[EOL],7.694850021680094
1618,What are the Galactic coordinates (l and b) of a celestial object located at RA = 3.5 and Dec = -72.43 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 3.5  [EOL]dec = -72.43  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(306.87264502219887, -44.41067527053685)"
1619,A star located at a distance of 200 parsecs has an apparent magnitude of 6.2. Calculate its absolute magnitude using Astropy.,[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]apparent_mag = 6.2[EOL]distance = 50 * u.pc[EOL]absolute_mag = apparent_mag - 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = absolute_mag[EOL],2.7051499783199064
1620,What is the name of the celestial object located at RA = 49.95 and Dec = 22.65 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 49.95  [EOL]dec = 22.65 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]object_name = equatorial_coord.to_string('hmsdms')[EOL]answer = object_name[EOL]",03h19m48s +22d39m00s
1621,What is the name of the celestial object located at RA = 62.8 and Dec = -12.71 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 62.8  [EOL]dec = -12.71 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]object_name = equatorial_coord.to_string('hmsdms')[EOL]answer = object_name[EOL]",04h11m12s -12d42m36s
1622,"Convert the equatorial coordinates (RA = 56.57, Dec = -55.75) of a celestial object to Galactic coordinates using Astropy. What are the Galactic coordinates (l and b)?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 56.57  [EOL]dec = -55.75 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(267.6751643584577, -47.6441542698077)"
1623,A galaxy is observed to have a redshift of 0.09517426640130211. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.09517426640130211[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],2654.2371260838645 km / s
1624,What are the Galactic coordinates (l and b) of a celestial object located at RA = 91.18 and Dec = 8.3 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 91.18  [EOL]dec = 8.3  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(200.15125701966818, -6.456850481164948)"
1625,"Given a star with an absolute magnitude of 4.2, calculate the apparent magnitude at a distance of 500 parsecs using Astropy.",[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]absolute_mag = 4.2[EOL]distance = 500 * u.pc[EOL]apparent_mag = absolute_mag + 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = apparent_mag[EOL],12.694850021680093
1626,What is the name of the celestial object located at RA = 55.32 and Dec = 78.45 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 55.32  [EOL]dec = 78.45 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]object_name = equatorial_coord.to_string('hmsdms')[EOL]answer = object_name[EOL]",03h41m16.8s +78d27m00s
1627,A galaxy is observed to have a redshift of 0.009347618860201601. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.009347618860201601[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],26.138005929806333 km / s
1628,"Given a star with an absolute magnitude of 4.2, calculate the apparent magnitude at a distance of 200 parsecs using Astropy.",[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]absolute_mag = 4.2[EOL]distance = 200 * u.pc[EOL]apparent_mag = absolute_mag + 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = apparent_mag[EOL],10.705149978319906
1629,A galaxy is observed to have a redshift of 0.034717626956581225. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.034717626956581225[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],358.3967064244344 km / s
1630,What is the name of the celestial object located at RA = 20.41 and Dec = 58.33 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 20.41  [EOL]dec = 58.33 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]object_name = equatorial_coord.to_string('hmsdms')[EOL]answer = object_name[EOL]",01h21m38.4s +58d19m48s
1631,"Given a star with an absolute magnitude of 4.2, calculate the apparent magnitude at a distance of 500 parsecs using Astropy.",[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]absolute_mag = 4.2[EOL]distance = 500 * u.pc[EOL]apparent_mag = absolute_mag + 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = apparent_mag[EOL],12.694850021680093
1632,"Convert the equatorial coordinates (RA = 54.71, Dec = 70.78) of a celestial object to Galactic coordinates using Astropy. What are the Galactic coordinates (l and b)?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 54.71  [EOL]dec = 70.78 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(135.9207689389365, 12.258938479086456)"
1633,A galaxy is observed to have a redshift of 0.02606410244907531. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.02606410244907531[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],202.41514157302862 km / s
1634,"What is the angular separation between two celestial objects located at (RA = 58.32, Dec = -57.39) and (RA = 45.89, Dec = -25.62) using Astropy?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra1 = 58.32  [EOL]dec1 = -57.39  [EOL]ra2 = 45.89 [EOL]dec2 = -25.62  [EOL]coord1 = SkyCoord(ra=ra1, dec=dec1, unit=""deg"", frame=""icrs"")[EOL]coord2 = SkyCoord(ra=ra2, dec=dec2, unit=""deg"", frame=""icrs"")[EOL]angular_sep = coord1.separation(coord2)[EOL]answer = angular_sep[EOL]",32d59m19.27114082s
1635,What are the Galactic coordinates (l and b) of a celestial object located at RA = 92.55 and Dec = 50.61 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 92.55  [EOL]dec = 50.61  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(163.10175560025877, 14.556123401735517)"
1636,"Given a star with an absolute magnitude of 4.2, calculate the apparent magnitude at a distance of 50 parsecs using Astropy.",[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]absolute_mag = 4.2[EOL]distance = 50 * u.pc[EOL]apparent_mag = absolute_mag + 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = apparent_mag[EOL],7.694850021680094
1637,"What is the angular separation between two celestial objects located at (RA = 70.23, Dec = 64.31) and (RA = 55.49, Dec = 33.0) using Astropy?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra1 = 70.23  [EOL]dec1 = 64.31  [EOL]ra2 = 55.49 [EOL]dec2 = 33.0  [EOL]coord1 = SkyCoord(ra=ra1, dec=dec1, unit=""deg"", frame=""icrs"")[EOL]coord2 = SkyCoord(ra=ra2, dec=dec2, unit=""deg"", frame=""icrs"")[EOL]angular_sep = coord1.separation(coord2)[EOL]answer = angular_sep[EOL]",32d36m18.77828502s
1638,Calculate the orbital period of a planet orbiting a star located at a distance of 50 parsecs using Astropy.,"[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import G, M_sun[EOL][EOL]distance = 50 * u.pc[EOL]star_mass = 1 * M_sun[EOL]orbital_period = (2 * np.pi * (distance**3 / (G * star_mass))**0.5).to(u.yr)[EOL]answer = orbital_period[EOL]",33120806894.970898 yr
1639,A galaxy is observed to have a redshift of 0.09481598148189055. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.09481598148189055[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],2634.523262360278 km / s
1640,What are the Galactic coordinates (l and b) of a celestial object located at RA = 45.64 and Dec = -61.78 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 45.64  [EOL]dec = -61.78  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(279.9246592752728, -49.07825922221858)"
1641,"Given a star with an absolute magnitude of 4.2, calculate the apparent magnitude at a distance of 200 parsecs using Astropy.",[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]absolute_mag = 4.2[EOL]distance = 200 * u.pc[EOL]apparent_mag = absolute_mag + 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = apparent_mag[EOL],10.705149978319906
1642,What is the name of the celestial object located at RA = 98.39 and Dec = 21.02 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 98.39  [EOL]dec = 21.02 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]object_name = equatorial_coord.to_string('hmsdms')[EOL]answer = object_name[EOL]",06h33m33.6s +21d01m12s
1643,"Convert the equatorial coordinates (RA = 3.73, Dec = -56.57) of a celestial object to Galactic coordinates using Astropy. What are the Galactic coordinates (l and b)?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 3.73  [EOL]dec = -56.57 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(312.95206926816286, -59.842169740529215)"
1644,A galaxy is observed to have a redshift of 0.06171718629070369. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.06171718629070369[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],1125.2781016461104 km / s
1645,"Given a star with an absolute magnitude of 4.2, calculate the apparent magnitude at a distance of 100 parsecs using Astropy.",[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]absolute_mag = 4.2[EOL]distance = 100 * u.pc[EOL]apparent_mag = absolute_mag + 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = apparent_mag[EOL],9.2
1646,Calculate the orbital period of a planet orbiting a star located at a distance of 100 parsecs using Astropy.,"[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import G, M_sun[EOL][EOL]distance = 100 * u.pc[EOL]star_mass = 1 * M_sun[EOL]orbital_period = (2 * np.pi * (distance**3 / (G * star_mass))**0.5).to(u.yr)[EOL]answer = orbital_period[EOL]",93679788615.21632 yr
1647,What are the Galactic coordinates (l and b) of a celestial object located at RA = 93.64 and Dec = -88.2 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 93.64  [EOL]dec = -88.2  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(300.9305454963786, -27.40244722562013)"
1648,"Given a star with an absolute magnitude of 4.2, calculate the apparent magnitude at a distance of 50 parsecs using Astropy.",[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]absolute_mag = 4.2[EOL]distance = 50 * u.pc[EOL]apparent_mag = absolute_mag + 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = apparent_mag[EOL],7.694850021680094
1649,What are the Galactic coordinates (l and b) of a celestial object located at RA = 54.86 and Dec = -57.56 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 54.86  [EOL]dec = -57.56  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(270.70281565850564, -47.697911251178674)"
1650,"Given a star with an absolute magnitude of 4.2, calculate the apparent magnitude at a distance of 200 parsecs using Astropy.",[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]absolute_mag = 4.2[EOL]distance = 200 * u.pc[EOL]apparent_mag = absolute_mag + 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = apparent_mag[EOL],10.705149978319906
1651,A star located at a distance of 500 parsecs has an apparent magnitude of 6.2. Calculate its absolute magnitude using Astropy.,[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]apparent_mag = 6.2[EOL]distance = 50 * u.pc[EOL]absolute_mag = apparent_mag - 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = absolute_mag[EOL],2.7051499783199064
1652,Calculate the orbital period of a planet orbiting a star located at a distance of 10 parsecs using Astropy.,"[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import G, M_sun[EOL][EOL]distance = 10 * u.pc[EOL]star_mass = 1 * M_sun[EOL]orbital_period = (2 * np.pi * (distance**3 / (G * star_mass))**0.5).to(u.yr)[EOL]answer = orbital_period[EOL]",2962415027.4719462 yr
1653,A galaxy is observed to have a redshift of 0.04174224678570433. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.04174224678570433[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],517.2338817666335 km / s
1654,Calculate the orbital period of a planet orbiting a star located at a distance of 50 parsecs using Astropy.,"[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import G, M_sun[EOL][EOL]distance = 50 * u.pc[EOL]star_mass = 1 * M_sun[EOL]orbital_period = (2 * np.pi * (distance**3 / (G * star_mass))**0.5).to(u.yr)[EOL]answer = orbital_period[EOL]",33120806894.970898 yr
1655,What is the name of the celestial object located at RA = 27.01 and Dec = -44.82 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 27.01  [EOL]dec = -44.82 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]object_name = equatorial_coord.to_string('hmsdms')[EOL]answer = object_name[EOL]",01h48m02.4s -44d49m12s
1656,A galaxy is observed to have a redshift of 0.04313202077559625. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.04313202077559625[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],552.0652795717422 km / s
1657,What are the Galactic coordinates (l and b) of a celestial object located at RA = 93.86 and Dec = -27.01 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 93.86  [EOL]dec = -27.01  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(234.0936010122368, -19.33648169630208)"
1658,A galaxy is observed to have a redshift of 0.012251133331558218. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.012251133331558218[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],44.8669663482318 km / s
1659,A galaxy is observed to have a redshift of 0.06052300386162832. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.06052300386162832[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],1082.4654331124793 km / s
1660,What are the Galactic coordinates (l and b) of a celestial object located at RA = 51.13 and Dec = -83.82 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 51.13  [EOL]dec = -83.82  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(298.42696636571895, -31.90776007940039)"
1661,What are the Galactic coordinates (l and b) of a celestial object located at RA = 10.33 and Dec = -43.29 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 10.33  [EOL]dec = -43.29  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(309.50772987007423, -73.7088298448527)"
1662,"Given a star with an absolute magnitude of 4.2, calculate the apparent magnitude at a distance of 50 parsecs using Astropy.",[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]absolute_mag = 4.2[EOL]distance = 50 * u.pc[EOL]apparent_mag = absolute_mag + 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = apparent_mag[EOL],7.694850021680094
1663,"What is the angular separation between two celestial objects located at (RA = 22.88, Dec = -82.61) and (RA = 54.97, Dec = 40.13) using Astropy?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra1 = 22.88  [EOL]dec1 = -82.61  [EOL]ra2 = 54.97 [EOL]dec2 = 40.13  [EOL]coord1 = SkyCoord(ra=ra1, dec=dec1, unit=""deg"", frame=""icrs"")[EOL]coord2 = SkyCoord(ra=ra2, dec=dec2, unit=""deg"", frame=""icrs"")[EOL]angular_sep = coord1.separation(coord2)[EOL]answer = angular_sep[EOL]",123d46m10.15489839s
1664,Calculate the orbital period of a planet orbiting a star located at a distance of 200 parsecs using Astropy.,"[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import G, M_sun[EOL][EOL]distance = 200 * u.pc[EOL]star_mass = 1 * M_sun[EOL]orbital_period = (2 * np.pi * (distance**3 / (G * star_mass))**0.5).to(u.yr)[EOL]answer = orbital_period[EOL]",264966455159.76718 yr
1665,A galaxy is observed to have a redshift of 0.05793481376837977. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.05793481376837977[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],992.4849842964495 km / s
1666,A galaxy is observed to have a redshift of 0.04317779758368589. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.04317779758368589[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],553.2316699401714 km / s
1667,"What is the angular separation between two celestial objects located at (RA = 54.04, Dec = 55.05) and (RA = 80.88, Dec = 84.91) using Astropy?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra1 = 54.04  [EOL]dec1 = 55.05  [EOL]ra2 = 80.88 [EOL]dec2 = 84.91  [EOL]coord1 = SkyCoord(ra=ra1, dec=dec1, unit=""deg"", frame=""icrs"")[EOL]coord2 = SkyCoord(ra=ra2, dec=dec2, unit=""deg"", frame=""icrs"")[EOL]angular_sep = coord1.separation(coord2)[EOL]answer = angular_sep[EOL]",30d29m03.04812811s
1668,"Convert the equatorial coordinates (RA = 74.33, Dec = -26.11) of a celestial object to Galactic coordinates using Astropy. What are the Galactic coordinates (l and b)?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 74.33  [EOL]dec = -26.11 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(226.89250068466418, -35.61717637716602)"
1669,A galaxy is observed to have a redshift of 0.02559212188653194. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.02559212188653194[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],195.17250765160307 km / s
1670,Calculate the orbital period of a planet orbiting a star located at a distance of 100 parsecs using Astropy.,"[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import G, M_sun[EOL][EOL]distance = 100 * u.pc[EOL]star_mass = 1 * M_sun[EOL]orbital_period = (2 * np.pi * (distance**3 / (G * star_mass))**0.5).to(u.yr)[EOL]answer = orbital_period[EOL]",93679788615.21632 yr
1671,A star located at a distance of 10 parsecs has an apparent magnitude of 6.2. Calculate its absolute magnitude using Astropy.,[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]apparent_mag = 6.2[EOL]distance = 50 * u.pc[EOL]absolute_mag = apparent_mag - 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = absolute_mag[EOL],2.7051499783199064
1672,Calculate the orbital period of a planet orbiting a star located at a distance of 100 parsecs using Astropy.,"[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import G, M_sun[EOL][EOL]distance = 100 * u.pc[EOL]star_mass = 1 * M_sun[EOL]orbital_period = (2 * np.pi * (distance**3 / (G * star_mass))**0.5).to(u.yr)[EOL]answer = orbital_period[EOL]",93679788615.21632 yr
